Name,Reign_Beginning,Reign_End,Defeated,Defenses,Reach,Height,Stance,Nationality,Weight,Recognition
Dejan Zlaticanin,11-Jun-16,28-Jan-17,Franklin Mamani,0,165,163,Southpaw,Montenegrin,Light,WBC
Mikey Garcia,28-Jan-17, 25 April 2019,Dejan Zlatičanin,1,173,168,Orthodox,American,Light,WBC
Vasyl Lomachenko,31-Aug-19, 23 October 2019,Luke Campbell,0,166,170,Southpaw,Ukrainian,Light,WBC
Devin Haney,23-Oct-19, 12 December 2019,Promoted,1,180,173,Orthodox,American,Light,WBC
Devin Haney,22-Apr-20, present,Devin Haney,5,180,173,Orthodox,American,Light,WBC
Gabriel Elorde,16-Feb-63,15-Jun-67,Johnny Bizzaro,5,173,166,Southpaw,Filipino,SuperFeath,WBC
Yoshiaki Numata,15-Jun-67,14-Dec-67,Gabriel Elorde,0,,,Orthodox,Japanese,SuperFeath,WBC
Hiroshi Kobayashi,14-Dec-67, 20 January 1969,Yoshiaki Numata,2,,,Orthodox,Japanese,SuperFeath,WBC
Rene Barrientos,15-Feb-69,5-Apr-70,Rubén Navarro,0,,,Southpaw,Filipino,SuperFeath,WBC
Yoshiaki Numata,5-Apr-70,10-Oct-71,Rene Barrientos,3,,,Orthodox,Japanese,SuperFeath,WBC
Ricardo Arredondo,10-Oct-71,28-Feb-74,Yoshiaki Numata ,5,,,Orthodox,Mexican,SuperFeath,WBC
Kuniaki Shibata,28-Feb-74,5-Jul-75,Ricardo Arredondo,3,161,163,Orthodox,Japanese,SuperFeath,WBC
Alfredo Escalera,5-Jul-75,28-Jan-78,Kuniaki Shibata,10,,,Orthodox,Puerto Rican,SuperFeath,WBC
Alexis Arguello,28-Jan-78, 1 November 1980,Alfredo Escalera,8,183,178,Orthodox,Nicaraguan,SuperFeath,WBC
Rafael Limon,11-Dec-80,8-Mar-81,Idelfonso Bethelmy,0,168,166,Southpaw,Mexican,SuperFeath,WBC
Cornelius Boza-Edwards,8-Mar-81,29-Aug-81,Rafael Limón,1,180,174,Southpaw,Ugandan,SuperFeath,WBC
Rolando Navarrete,29-Aug-81,29-May-82,Cornelius Boza-Edwards,1,166,165,Southpaw,Filipino,SuperFeath,WBC
Rafael Limon,29-May-82,11-Dec-82,Rolando Navarrete,1,168,166,Southpaw,Mexican,SuperFeath,WBC
Bobby Chacon,11-Dec-82, 27 June 1983,Rafael Limón ,1,,166,Orthodox,American,SuperFeath,WBC
Hector Camacho,7-Aug-83, 6 July 1984,Rafael Limón,1,170,170,Southpaw,Puerto Rican,SuperFeath,WBC
Julio Cesar Chavez,13-Sep-84, 29 December 1987,Mario Martínez,9,173,171,Orthodox,Mexican,SuperFeath,WBC
Azumah Nelson,29-Feb-88,7-May-94,Mario Martínez,10,173,165,Orthodox,Ghanaian,SuperFeath,WBC
Jesse James Leija,7-May-94,17-Sep-94,Azumah Nelson,0,168,165,Orthodox,American,SuperFeath,WBC
Gabriel Ruelas,17-Sep-94,1-Dec-95,Jesse James Leija,2,175,170,Orthodox,Mexican,SuperFeath,WBC
Azumah Nelson,1-Dec-95,22-Mar-97,Gabriel Ruelas,1,173,165,Orthodox,Ghanaian,SuperFeath,WBC
Genaro Hernandez,22-Mar-97,3-Oct-98,Azumah Nelson ,3,183,180,Orthodox,American,SuperFeath,WBC
Floyd Mayweather Jr.,3-Oct-98, 14 May 2002,Genaro Hernández,8,183,173,Orthodox,American,SuperFeath,WBC
Sirimongkol Singwangcha,24-Aug-02,15-Aug-03,Kengo Nagashima,1,183,168,Orthodox,Thai,SuperFeath,WBC
Jesus Chavez,15-Aug-03,28-Feb-04,Sirimongkol Singwangcha,0,165,165,Orthodox,Mexican,SuperFeath,WBC
Erik Morales,28-Feb-04,27-Nov-04,Jesús Chávez,1,183,173,Orthodox,Mexican,SuperFeath,WBC
Marco Antonio Barrera,27-Nov-04,17-Mar-07,Érik Morales,4,178,168,Orthodox,Mexican,SuperFeath,WBC
Juan Manuel Marquez,17-Mar-07,15-Mar-08,Marco Antonio Barrera,1,170,170,Orthodox,Mexican,SuperFeath,WBC
Manny Pacquiao,15-Mar-08, 16 July 2008,Juan Manuel Márquez,0,170,166,Southpaw,Filipino,SuperFeath,WBC
Humberto Soto,20-Dec-08, 18 March 2010,Francisco Lorenzo,3,175,171,Orthodox,Mexican,SuperFeath,WBC
Vitali Tajbert,18-Mar-10,26-Nov-10,Promoted,1,,166,Orthodox,German,SuperFeath,WBC
Takahiro Ao,26-Nov-10,27-Oct-12,Vitali Tajbert,3,174,169,Southpaw,Japanese,SuperFeath,WBC
Gamaliel Diaz,27-Oct-12,8-Apr-13,Takahiro Ao,0,174,174,Orthodox,Mexican,SuperFeath,WBC
Takashi Miura,8-Apr-13,21-Nov-15,Gamaliel Díaz,4,,170,Southpaw,Japanese,SuperFeath,WBC
Francisco Vargas,21-Nov-15,28-Jan-17,Takashi Miura,1,178,173,Orthodox,Mexican,SuperFeath,WBC
Miguel Berchelt,28-Jan-17,20-Feb-21,Francisco Vargas,6,182,170,Orthodox,Mexican,SuperFeath,WBC
Oscar Valdez,20-Feb-21,30-Apr-22,Miguel Berchelt,1,168,165,Orthodox,Mexican,SuperFeath,WBC
Shakur Stevenson,30-Apr-22, 22 September 2022,Óscar Valdez,0,173,173,Southpaw,American,SuperFeath,WBC
O'Shaquie Foster,11-Feb-23, present,Rey Vargas,0,183,173,Orthodox,American,SuperFeath,WBC
Sugar Ramos,21-Mar-63,26-Sep-64,Davey Moore,3,164,164,Orthodox,Mexican,Feath,WBC
Vicente Saldivar,26-Sep-64, 14 October 1967,Sugar Ramos,7,170,168,Southpaw,Mexican,Feath,WBC
Howard Winstone,23-Jan-68,24-Jul-68,Mitsunori Seki,0,,,Orthodox,Welsh,Feath,WBC
Jose Legra,24-Jul-68,21-Jan-69,Howard Winstone,0,160,170,Orthodox,Spanish,Feath,WBC
Johnny Famechon,21-Jan-69,9-May-70,José Legrá,2,,165,Orthodox,Australian,Feath,WBC
Vicente Saldivar,9-May-70,11-Dec-70,Johnny Famechon,0,170,168,Southpaw,Mexican,Feath,WBC
Kuniaki Shibata,11-Dec-70,19-May-72,Vicente Saldívar ,2,161,163,Orthodox,Japanese,Feath,WBC
Clemente Sanchez,19-May-72, 16 December 1972,Kuniaki Shibata,0,,,Orthodox,Mexican,Feath,WBC
Jose Legra,16-Dec-72,5-May-73,Clemente Sánchez,0,160,170,Orthodox,Spanish,Feath,WBC
Eder Jofre,5-May-73, 17 June 1974,José Legrá ,1,168,163,Orthodox,Brazilian,Feath,WBC
Bobby Chacon,7-Sep-74,20-Jun-75,Alfredo Marcano,1,,166,Orthodox,American,Feath,WBC
Ruben Olivares,20-Jun-75,20-Sep-75,Bobby Chacon,0,170,166,Orthodox,Mexican,Feath,WBC
David Kotei,20-Sep-75,13-Nov-76,Rubén Olivares,2,,,Orthodox,Ghanaian,Feath,WBC
Danny Lopez,13-Nov-76,2-Feb-80,David Kotei,8,180,174,Orthodox,American,Feath,WBC
Salvador Sanchez,2-Feb-80, 12 August 1982,Danny López,9,171,170,Orthodox,Mexican,Feath,WBC
Juan Laporte,15-Sep-82,31-Mar-84,Mario Miranda,2,173,165,Orthodox,Puerto Rican,Feath,WBC
Wilfredo Gomez,31-Mar-84,8-Dec-84,Juan Laporte,0,169,166,Orthodox,Puerto Rican,Feath,WBC
Azumah Nelson,8-Dec-84, 27 January 1988,Wilfredo Gómez,6,173,165,Orthodox,Ghanaian,Feath,WBC
Jeff Fenech,7-Mar-88, 18 April 1990,Victor Callejas,3,169,170,Orthodox,Australian,Feath,WBC
Marcos Villasana,2-Jun-90,14-Nov-91,Paul Hodkinson,3,,163,Orthodox,Mexican,Feath,WBC
Paul Hodkinson,14-Nov-91,28-Apr-93,Marcos Villasana,3,,163,Orthodox,British,Feath,WBC
Gregorio Vargas,28-Apr-93,4-Dec-93,Paul Hodkinson,0,171,166,Orthodox,Mexican,Feath,WBC
Kevin Kelley,4-Dec-93,7-Jan-95,Gregorio Vargas,2,,,Southpaw,American,Feath,WBC
Alejandro Gonzalez,7-Jan-95,23-Sep-95,Kevin Kelley,2,184,180,Orthodox,Mexican,Feath,WBC
Manuel Medina,23-Sep-95,11-Dec-95,Alejandro González,0,175,175,Orthodox,Mexican,Feath,WBC
Luisito Espinosa,11-Dec-95,15-May-99,Manuel Medina,7,175,170,Orthodox,Filipino,Feath,WBC
Cesar Soto,15-May-99,22-Oct-99,Luisito Espinosa,0,174,171,Orthodox,Mexican,Feath,WBC
Naseem Hamed,22-Oct-99, 9 January 2000,César Soto,0,160,170,Southpaw,British,Feath,WBC
Guty Espadas Jr.,14-Apr-00,17-Feb-01,Luisito Espinosa,1,185,182,Orthodox,Mexican,Feath,WBC
Erik Morales,17-Feb-01,22-Jun-02,Guty Espadas Jr.,1,183,173,Orthodox,Mexican,Feath,WBC
Marco Antonio Barrera,22-Jun-02, 22 June 2002,Érik Morales,0,178,168,Orthodox,Mexican,Feath,WBC
Erik Morales,16-Nov-02, 5 October 2003,Paulie Ayala,2,183,173,Orthodox,Mexican,Feath,WBC
Chi In-Jin,10-Apr-04,29-Jan-06,Michael Brodie,3,170,170,Orthodox,South Korean,Feath,WBC
Takashi Koshimoto,29-Jan-06,30-Jul-06,Chi In-Jin,0,,,Southpaw,Japanese,Feath,WBC
Rodolfo Lopez,30-Jul-06,17-Dec-06,Takashi Koshimoto,0,,175,Orthodox,Mexican,Feath,WBC
Chi In-Jin,17-Dec-06, 31 July 2007,Rodolfo López,0,170,170,Orthodox,South Korean,Feath,WBC
Jorge Linares,31-Jul-07, 13 August 2008,Promoted,1,175,173,Orthodox,Venezuelan,Feath,WBC
Oscar Larios,13-Aug-08,12-Mar-09,Promoted,2,177,170,Orthodox,Mexican,Feath,WBC
Takahiro Ao,12-Mar-09,14-Jul-09,Óscar Larios,0,174,169,Southpaw,Japanese,Feath,WBC
Elio Rojas,14-Jul-09, 27 September 2010,Takahiro Ao,1,178,170,Orthodox,Dominican,Feath,WBC
Hozumi Hasegawa,26-Nov-10,8-Apr-11,Juan Carlos Burgos,0,171,168,Southpaw,Japanese,Feath,WBC
Jhonny Gonzalez,8-Apr-11,14-Sep-12,Hozumi Hasegawa,4,175,169,Orthodox,Mexican,Feath,WBC
Daniel Ponce de Leon,14-Sep-12,4-May-13,Jhonny González,0,178,165,Southpaw,Mexican,Feath,WBC
Abner Mares,4-May-13,24-Aug-13,Daniel Ponce de León,0,168,164,Orthodox,Mexican,Feath,WBC
Jhonny Gonzalez,24-Aug-13,28-Mar-15,Abner Mares,2,175,169,Orthodox,Mexican,Feath,WBC
Gary Russell Jr.,28-Mar-15,22-Jan-22,Jhonny González ,5,163,164,Southpaw,American,Feath,WBC
Mark Magsayo,22-Jan-22,9-Jul-22,Gary Russell Jr.,0,171,169,Orthodox,Filipino,Feath,WBC
Rey Vargas,9-Jul-22, present,Mark Magsayo,0,182,178,Orthodox,Mexican,Feath,WBC
Rigoberto Riasco,3-Apr-76,9-Oct-76,Philip Waruinge,2,,165,Orthodox,Panamanian,SuperBant,WBC
Royal Kobayashi,9-Oct-76,24-Nov-76,Rigoberto Riasco,0,,166,Orthodox,Japanese,SuperBant,WBC
Yum Dong-Kyun,24-Nov-76,21-May-77,Royal Kobayashi,1,,164,Orthodox,South Korean,SuperBant,WBC
Wilfredo Gomez,21-May-77, 26 May 1983,Yum Dong-Kyun,17,169,166,Orthodox,Puerto RIcan,SuperBant,WBC
Jaime Garza,15-Jun-83,3-Nov-84,Bobby Berna,1,183,175,Orthodox,American,SuperBant,WBC
Juan Meza,3-Nov-84,18-Aug-85,Jaime Garza,1,,,Orthodox,Mexican,SuperBant,WBC
Lupe Pintor,18-Aug-85,18-Jan-86,Juan Meza,0,168,163,Orthodox,Mexican,SuperBant,WBC
Samart Payakaroon,18-Jan-86,8-May-87,Lupe Pintor,1,,172,Southpaw,Thai,SuperBant,WBC
Jeff Fenech,8-May-87, 27 January 1988,Samart Payakaroon,2,169,170,Orthodox,Australian,SuperBant,WBC
Daniel Zaragoza,29-Feb-88,23-Apr-90,Carlos Zárate,5,173,170,Southpaw,Mexican,SuperBant,WBC
Paul Banke,23-Apr-90,5-Nov-90,Daniel Zaragoza,1,,,Southpaw,American,SuperBant,WBC
Pedro Ruben Decima,5-Nov-90,23-Feb-91,Paul Banke,0,165,168,Orthodox,Argentine,SuperBant,WBC
Kiyoshi Hatanaka,23-Feb-91,24-Jun-91,Pedro Rubén Décima,0,,170,Orthodox,Japanese,SuperBant,WBC
Daniel Zaragoza,24-Jun-91,20-Mar-92,Kiyoshi Hatanaka,2,173,170,Southpaw,American,SuperBant,WBC
Thierry Jacob,20-Mar-92,23-Jun-92,Daniel Zaragoza ,0,,169,Southpaw,French,SuperBant,WBC
Tracy Harris Patterson,23-Jun-92,26-Aug-94,Thierry Jacob,4,171,166,Orthodox,American,SuperBant,WBC
Hector Acero Sanchez,26-Aug-94,6-Nov-95,Tracy Harris Patterson,2,178,170,Orthodox,Dominican,SuperBant,WBC
Daniel Zaragoza,6-Nov-95,6-Sep-97,Hector Acero Sánchez,4,173,170,Southpaw,Mexican,SuperBant,WBC
Erik Morales,6-Sep-97, 20 July 2000,Daniel Zaragoza ,9,183,173,Orthodox,Mexican,SuperBant,WBC
Willie Jorrin,9-Sep-00,1-Nov-02,Michael Brodie,2,175,168,Orthodox,American,SuperBant,WBC
Oscar Larios,1-Nov-02,12-Dec-05,Willie Jorrín,7,177,170,Orthodox,Mexican,SuperBant,WBC
Israel Vazquez,12-Dec-05,3-Mar-07,Óscar Larios,2,169,164,Orthodox,Mexican,SuperBant,WBC
Rafael Marquez,3-Mar-07,4-Aug-07,Israel Vázquez,0,173,166,Orthodox,Mexican,SuperBant,WBC
Israel Vazquez,4-Aug-07, 18 December 2008,Rafael Márquez,1,169,164,Orthodox,Mexican,SuperBant,WBC
Toshiaki Nishioka,18-Dec-08, 15 March 2012,Promoted,7,174,169,Southpaw,Japanese,SuperBant,WBC
Abner Mares,21-Apr-12, 31 January 2013,Eric Morel,1,168,164,Orthodox,Mexican,SuperBant,WBC
Victor Terrazas,20-Apr-13,24-Aug-13,Cristian Mijares,0,166,166,Orthodox,Mexican,SuperBant,WBC
Leo Santa Cruz,24-Aug-13, 1 November 2015,Victor Terrazas,4,175,171,Orthodox,Mexican,SuperBant,WBC
Julio Ceja,1-Nov-15,27-Feb-16,Promoted,0,161,170,Orthodox,Mexican,SuperBant,WBC
Hugo Ruiz,27-Feb-16,16-Sep-16,Julio Ceja,0,175,175,Orthodox,Mexican,SuperBant,WBC
Hozumi Hasegawa,16-Sep-16, 9 December 2016,Hugo Ruiz,0,171,168,Southpaw,Japanese,SuperBant,WBC
Rey Vargas,25-Feb-17, 14 August 2020,Gavin McDonnell,5,182,178,Orthodox,Mexican,SuperBant,WBC
Luis Nery,26-Sep-20,15-May-21,Aarón Alameda,0,165,165,Southpaw,Mexican,SuperBant,WBC
Brandon Figueroa,15-May-21,27-Nov-21,Luis Nery,0,184,173,Orthodox,American,SuperBant,WBC
Stephen Fulton,27-Nov-21, present,Brandon Figueroa,1,179,169,Orthodox,American,SuperBant,WBC
Eder Jofre,4-Apr-63,18-May-65,Katsutoshi Aoki,2,168,163,Orthodox,Brazilian,Bant,WBC
Fighting Harada,18-May-65,27-Feb-68,Éder Jofre,4,163,160,Orthodox,Japanese,Bant,WBC
Lionel Rose,27-Feb-68,22-Aug-69,Fighting Harada,3,,166,Orthodox,Australian,Bant,WBC
Ruben Olivares,22-Aug-69,16-Oct-70,Lionel Rose,2,170,166,Orthodox,Mexican,Bant,WBC
Chucho Castillo,16-Oct-70,2-Apr-71,Rubén Olivares,0,178,163,Orthodox,Mexican,Bant,WBC
Ruben Olivares,2-Apr-71,19-Mar-72,Chucho Castillo,2,170,166,Orthodox,Mexican,Bant,WBC
Rafael Herrera,19-Mar-72,29-Jul-72,Rubén Olivares ,0,165,163,Orthodox,Mexican,Bant,WBC
Enrique Pinder,29-Jul-72, 5 January 1973,Rafael Herrera,0,,166,Orthodox,Panamanian,Bant,WBC
Rafael Herrera,14-Apr-73,7-Dec-74,Rodolfo Martínez,2,165,163,Orthodox,Mexican,Bant,WBC
Rodolfo Martinez,7-Dec-74,8-May-76,Rafael Herrera ,3,183,173,Orthodox,Mexican,Bant,WBC
Carlos Zarate,8-May-76,3-Jun-79,Rodolfo Martínez,9,183,178,Orthodox,Mexican,Bant,WBC
Lupe Pintor,3-Jun-79, 9 July 1983,Carlos Zárate,8,168,163,Orthodox,Mexican,Bant,WBC
Alberto Davila,1-Sep-83, 23 March 1985,Promoted,1,,160,Orthodox,American,Bant,WBC
Daniel Zaragoza,4-May-85,9-Aug-85,Fred Jackson,0,173,170,Southpaw,Mexican,Bant,WBC
Miguel Lora,9-Aug-85,29-Oct-88,Daniel Zaragoza,7,,,Orthodox,Colombian,Bant,WBC
Raul Perez,29-Oct-88,25-Feb-91,Miguel Lora,7,188,180,Orthodox,Mexican,Bant,WBC
Greg Richardson,25-Feb-91,19-Sep-91,Raúl Pérez,1,175,173,Orthodox,American,Bant,WBC
Joichiro Tatsuyoshi,19-Sep-91,17-Sep-92,Greg Richardson,0,165,165,Orthodox,Japanese,Bant,WBC
Victor Rabanales,17-Sep-92,28-Mar-93,Joichiro Tatsuyoshi,1,165,164,Orthodox,Mexican,Bant,WBC
Byun Jung-Il,28-Mar-93,23-Dec-93,Victor Rabanales,1,,168,Southpaw,South Korean,Bant,WBC
Yasuei Yakushiji,23-Dec-93,30-Jul-95,Byun Jung-Il,4,,,Orthodox,Japanese,Bant,WBC
Wayne McCullough,30-Jul-95, 11 January 1997,Yasuei Yakushiji,2,168,170,Orthodox,Irish,Bant,WBC
Sirimongkol Singmanasak,11-Jan-97,22-Nov-97,Promoted,3,183,168,Orthodox,Thai,Bant,WBC
Joichiro Tatsuyoshi,22-Nov-97,29-Dec-98,Sirimongkol Singmanasak,2,165,165,Orthodox,Japanese,Bant,WBC
Veeraphol Sahaprom,29-Dec-98,16-Apr-05,Joichiro Tatsuyoshi ,14,165,160,Orthodox,Thai,Bant,WBC
Hozumi Hasegawa,16-Apr-05,30-Apr-10,Veeraphol Sahaprom,10,171,168,Southpaw,Japanese,Bant,WBC
Fernando Montiel,30-Apr-10,19-Feb-11,Hozumi Hasegawa,1,169,163,Orthodox,Mexican,Bant,WBC
Nonito Donaire,19-Feb-11, 22 October 2011,Fernando Montiel,1,174,170,Orthodox,Filipino,Bant,WBC
Shinsuke Yamanaka,6-Nov-11,15-Aug-17,Christian Esquivel,12,174,171,Southpaw,Japanese,Bant,WBC
Luis Nery,15-Aug-17, 28 February 2018,Shinsuke Yamanaka,0,165,165,Southpaw,Mexican,Bant,WBC
Nordine Oubaali,19-Jan-19, 13 November 2020,Rau'shee Warren,2,170,161,Southpaw,Moroccan,Bant,WBC
Nordine Oubaali,10-Jan-21,29-May-21,Nordine Oubaali,0,170,161,Southpaw,Moroccan,Bant,WBC
Nonito Donaire,29-May-21,7-Jun-22,Nordine Oubaali ,1,174,170,Orthodox,Filipino,Bant,WBC
Naoya Inoue,7-Jun-22, 13 January 2023,Nonito Donaire ,1,171,165,Orthodox,Japanese,Bant,WBC
Rafael Orono,2-Feb-80,24-Jan-81,Lee Seung-Hoon,3,,171,Orthodox,Venezuelan,SuperFly,WBC
Kim Chul-Ho,24-Jan-81,28-Nov-82,Rafael Orono,5,,168,Orthodox,South Korean,SuperFly,WBC
Rafael Orono,28-Nov-82,27-Nov-83,Kim Chul-Ho,3,,171,Orthodox,Venezuelan,SuperFly,WBC
Payao Poontarat,27-Nov-83,5-Jul-84,Rafael Orono ,1,,,Orthodox,Thai,SuperFly,WBC
Jiro Watanabe,5-Jul-84,30-Mar-86,Payao Poontarat,4,,166,Southpaw,Japanese,SuperFly,WBC
Gilberto Roman,30-Mar-86,16-May-87,Jiro Watanabe,6,168,160,Orthodox,Mexican,SuperFly,WBC
Santos Laciar,16-May-87,8-Aug-87,Gilberto Román,0,159,155,Orthodox,Argentine,SuperFly,WBC
Sugar Baby Rojas,8-Aug-87,8-Apr-88,Santos Laciar,1,,170,Orthodox,Colombian,SuperFly,WBC
Gilberto Roman,8-Apr-88,7-Nov-89,Sugar Baby Rojas,5,168,160,Orthodox,Mexican,SuperFly,WBC
Nana Konadu,7-Nov-89,20-Jan-90,Gilberto Román ,0,173,169,Orthodox,Ghanain,SuperFly,WBC
Moon Sung-Kil,20-Jan-90,13-Nov-93,Nana Konadu,9,168,165,Orthodox,South Korean,SuperFly,WBC
Jose Luis Bueno,13-Nov-93,4-May-94,Moon Sung-Kil,0,175,164,Orthodox,Mexican,SuperFly,WBC
Hiroshi Kawashima,4-May-94,20-Feb-97,José Luis Bueno,6,,,Southpaw, Japanese,SuperFly,WBC
Gerry Penalosa,20-Feb-97,29-Aug-98,Hiroshi Kawashima,3,165,163,Southpaw,Filipino,SuperFly,WBC
Choi In-Joo,29-Aug-98,27-Aug-00,Gerry Peñalosa,5,,,Orthodox, South Korean,SuperFly,WBC
Masamori Tokuyama,27-Aug-00,28-Jun-04,Choi In-Joo,8,,,Orthodox,South Korean (since 2007),SuperFly,WBC
Katsushige Kawashima,28-Jun-04,18-Jul-05,Masamori Tokuyama,2,,,Orthodox, Japanese,SuperFly,WBC
Masamori Tokuyama,18-Jul-05, 6 December 2006,Katsushige Kawashima,1,,,Orthodox,South Korean (since 2007),SuperFly,WBC
Cristian Mijares,6-Dec-06,1-Nov-08,Promoted,7,173,168,Southpaw,Mexican,SuperFly,WBC
Vic Darchinyan,1-Nov-08, 3 August 2010,Cristian Mijares,3,164,166,Southpaw,Armenian,SuperFly,WBC
Tomas Rojas,20-Sep-10,19-Aug-11,Kohei Kono,2,177,173,Orthodox,Mexican,SuperFly,WBC
Suriyan Sor Rungvisai,19-Aug-11,27-Mar-12,Tomás Rojas,1,,161,Orthodox,Thai,SuperFly,WBC
Yota Sato,27-Mar-12,3-May-13,Suriyan Sor Rungvisai,2,179,171,Orthodox,Japanese,SuperFly,WBC
Srisaket Sor Rungvisai,3-May-13,31-May-14,Yota Sato,1,160,160,Southpaw,Thai,SuperFly,WBC
Carlos Cuadras,31-May-14,10-Sep-16,Srisaket Sor Rungvisai,6,168,163,Orthodox,Mexican,SuperFly,WBC
Roman Gonzalez,10-Sep-16,18-Mar-17,Carlos Cuadras,0,163,160,Orthodox,Nicaraguan,SuperFly,WBC
Srisaket Sor Rungvisai,18-Mar-17,26-Apr-19,Román González,3,160,160,Southpaw,Thai,SuperFly,WBC
Juan Francisco Estrada,26-Apr-19, 26 March 2021,Srisaket Sor Rungvisai ,3,168,163,Orthodox,Mexican,SuperFly,WBC
Jesse Rodriguez,5-Feb-22, 26 October 2022,Carlos Cuadras,2,170,164,Southpaw,American,SuperFly,WBC
Juan Francisco Estrada,3-Dec-22, present,Román González,0,168,163,Orthodox,Mexican,SuperFly,WBC
Pone Kingpetch,14-Feb-63,18-Sep-63,Previous,0,,169,Orthodox,Thai,Fly,WBC
Hiroyuki Ebihara,18-Sep-63,23-Jan-64,Pone Kingpetch,0,,163,Southpaw,Japanese,Fly,WBC
Pone Kingpetch,23-Jan-64,23-Apr-65,Hiroyuki Ebihara,0,,169,Orthodox,Thai,Fly,WBC
Salvatore Burruni,23-Apr-65, 19 November 1965,Pone Kingpetch ,0,,155,Orthodox,Italian,Fly,WBC
Horacio Accavallo,1-Mar-66, 2 October 1968,Katsuyoshi Takayama,3,,156,Southpaw,Argentine,Fly,WBC
Chartchai Chionoi,10-Nov-68,23-Feb-69,Bernabe Villacampo,0,166,165,Orthodox,Thailand,Fly,WBC
Efren Torres,23-Feb-69,20-Mar-70,Chartchai Chionoi,1,,163,Orthodox,Mexican,Fly,WBC
Chartchai Chionoi,20-Mar-70,7-Dec-70,Efren Torres,0,166,165,Orthodox,Thailand,Fly,WBC
Erbito Salavarria,7-Dec-70, 29 December 1971,Chartchai Chionoi ,2,,,Orthodox,Filipino,Fly,WBC
Betulio Gonzalez,29-Dec-71,29-Sep-72,Erbito Salavarria,1,,159,Orthodox,Venezuelan,Fly,WBC
Venice Borkhorsor,29-Sep-72, 11 July 1973,Betulio González,1,,,Southpaw,Thai,Fly,WBC
Betulio Gonzalez,4-Aug-73,1-Oct-74,Miguel Canto,2,,159,Orthodox,Venezuelan,Fly,WBC
Shoji Oguma,1-Oct-74,8-Jan-75,Betulio González ,0,,163,Southpaw,Japanese,Fly,WBC
Miguel Canto,8-Jan-75,18-Mar-79,Shoji Oguma,14,152,152,Orthodox,Mexican,Fly,WBC
Park Chan-Hee,18-Mar-79,18-May-80,Miguel Canto,5,,170,Orthodox,South Korean,Fly,WBC
Shoji Oguma,18-May-80,12-May-81,Park Chan-Hee,3,,163,Southpaw,Japanese,Fly,WBC
Antonio Avelar,12-May-81,20-Mar-82,Shoji Oguma ,1,183,173,Orthodox, Mexican,Fly,WBC
Prudencio Cardona,20-Mar-82,24-Jul-82,Antonio Avelar,0,,170,Orthodox,Colombian,Fly,WBC
Freddy Castillo,24-Jul-82,6-Nov-82,Prudencio Cardona,0,,160,Southpaw,Mexican,Fly,WBC
Eleoncio Mercedes,6-Nov-82,15-Mar-83,Freddy Castillo,0,,163,Orthodox,Dominican,Fly,WBC
Charlie Magri,15-Mar-83,27-Sep-83,Eleoncio Mercedes,0,163,160,Orthodox,British,Fly,WBC
Frank Cedeno,27-Sep-83,18-Jan-84,Charlie Magri,0,,,Southpaw,Filipino,Fly,WBC
Koji Kobayashi,18-Jan-84,9-Apr-84,Frank Cedeno,0,,173,Southpaw,Japanese,Fly,WBC
Gabriel Bernal,9-Apr-84,8-Oct-84,Kōji Kobayashi,1,173,159,Southpaw,Mexican,Fly,WBC
Sot Chitalada,8-Oct-84,24-Jul-88,Gabriel Bernal,6,,,,Thai,Fly,WBC
Kim Yong-Kang,24-Jul-88,3-Jun-89,Sot Chitalada,2,,170,Orthodox,South Korean,Fly,WBC
Sot Chitalada,3-Jun-89,15-Feb-91,Kim Yong-Kang,4,,,,Thai,Fly,WBC
Muangchai Kittikasem,15-Feb-91,23-Jun-92,Sot Chitalada ,3,,163,Orthodox,Thai,Fly,WBC
Yuri Arbachakov,23-Jun-92,12-Nov-97,Muangchai Kittikasem,9,,163,Orthodox,Russian,Fly,WBC
Chatchai Singwangcha,12-Nov-97,4-Dec-98,Yuri Arbachakov,4,160,159,Orthodox,Thai,Fly,WBC
Manny Pacquiao,4-Dec-98, 16 September 1999,Chatchai Singwangcha,1,170,166,Southpaw,Filipino,Fly,WBC
Medgoen 3K-Battery,17-Sep-99,19-May-00,Manny Pacquiao,1,,163,Orthodox,Thai,Fly,WBC
Malcolm Tunacao,19-May-00,2-Mar-01,Medgoen 3K-Battery,1,170,168,Southpaw,Filipino,Fly,WBC
Pongsaklek Wonjongkam,2-Mar-01,18-Jul-07,Malcolm Tuñacao,17,161,163,Southpaw,Thai,Fly,WBC
Daisuke Naito,18-Jul-07,29-Nov-09,Pongsaklek Wonjongkam,5,,162,Orthodox,Japanese,Fly,WBC
Koki Kameda,29-Nov-09,27-Mar-10,Daisuke Naito,0,168,166,Southpaw,Japanese,Fly,WBC
Pongsaklek Wonjongkam,27-Mar-10,2-Mar-12,Kōki Kameda,4,161,163,Southpaw,Thai,Fly,WBC
Sonny Boy Jaro,2-Mar-12,16-Jul-12,Pongsaklek Wonjongkam ,0,166,159,Orthodox,Filipino,Fly,WBC
Toshiyuki Igarashi,16-Jul-12,8-Apr-13,Sonny Boy Jaro,1,171,166,Southpaw,Japanese,Fly,WBC
Akira Yaegashi,8-Apr-13,5-Sep-14,Toshiyuki Igarashi,3,165,160,Orthodox,Japanese,Fly,WBC
